129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528244.90695679,8342778.927245178,7890512927.230334
129528583.31540987,8342789.176732613,7890512932.557419
129528583.31540987,8342789.176732613,7890512932.557419
129528583.31540987,8342789.176732613,7890512932.557419
129528583.31540987,8342789.176732613,7890512932.557419
129528583.31540987,8342789.176732613,7890512932.557419
129528667.92593093,8342791.739354903,7890512933.889315
129528921.77767545,8342799.427822883,7890512937.885311
129528921.77767545,8342799.427822883,7890512937.885311
129530953.68189676,8342860.968040646,7890512969.869697
129533665.90535821,8342943.111550019,7890513012.560981
129542163.88748948,8343200.473708176,7890513146.306699
129550011.9554346,8343438.138093268,7890513269.803161
129594217.86841884,8344776.564617051,7890513965.056453
129610419.65813695,8346234.906125144,7890515831.0542345
129617543.57732867,8345482.616574809,7890514331.664701
129692579.660298,8349688.194585637,7890518731.727335
129737182.00231601,8351039.46059826,7890519434.971335
129854707.80903961,8356518.818206454,7890524483.855816
129904749.23008078,8354166.99180668,7890518833.850277
130035658.96050097,8361993.228602435,7890527323.686118
131313388.52298686,8413401.147298604,7890569187.884042
131816326.54075441,8408285.327013418,7890543665.554894
131995014.1946172,8413618.568642952,7890546374.744503
134107232.13796769,8514795.792028502,7890643189.804169
140140848.55495468,8743285.67581994,7890817435.987223
145069866.45531672,9171156.415531604,7891327599.32566
145869128.60412905,9156923.255169617,7891282783.242678
145869128.60412905,9156923.255169617,7891282783.242678
145876525.4888345,9157136.716375971,7891282884.055449
146161925.21034193,9327104.908902666,7891532732.964889
