119072788.53585185,7656691.14656041,7224963573.943844
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072858.93627004,7656693.28670419,7224963575.063471
119072999.74590164,7656697.567254919,7224963577.302859
119072999.74590164,7656697.567254919,7224963577.302859
119073422.24516867,7656710.411012775,7224963584.0220995
119077488.0276981,7656888.265929138,7224963739.14533
119081894.443395,7656967.950795591,7224963718.745655
119091151.95277792,7657357.871344947,7224964046.87075
119091370.78081971,7657472.984617762,7224964231.185714
119110011.38704586,7658256.379317034,7224964889.00022
119220616.54584888,7662914.554391941,7224968808.762027
119220686.95917426,7662916.694449337,7224968809.88115
119367587.47507028,7669098.276526124,7224974007.720974
119682174.25577909,7678645.115909086,7224978988.798163
119762222.46636291,7677589.920350504,7224974459.143177
120233434.65763174,7705434.307641823,7225004488.183295
120751287.13460398,7707399.037418687,7224989852.8727045
120756069.65005171,7707598.247958088,7224990018.758571
120825533.22542706,7710516.476581352,7224992469.350056
120846628.32640949,7710483.008085324,7224991688.066796
120853946.23310865,7725390.030489187,7225016761.485822
121713238.90715748,7732971.844366216,7225000036.272203
124678623.75335678,7864956.779229789,7225119437.099568
125079412.324781,7829704.302550045,7225045847.324271
125079412.324781,7829704.302550045,7225045847.324271
128569594.3105642,8017110.302966093,7225239137.66577
129641672.0868552,8072536.233051329,7225292761.038445
131470722.8324881,8195439.099069733,7225427508.7725
132769019.12755203,8373875.82471933,7225662057.194994
132769019.12755203,8373875.82471933,7225662057.194994
132773701.21726511,8374011.272304379,7225662121.465236
133730073.90512227,8540573.86430683,7225887544.636559
