108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678068.97439511,6972768.566084245,6559862750.192814
108678182.14745727,6972772.020541846,6559862752.01309
108678521.72645177,6972782.385713795,6559862757.474844
108678974.63803384,6972796.210142168,6559862764.759343
108679880.94002947,6972823.873402927,6559862779.335755
108681695.4611358,6972879.257593343,6559862808.518253
108682149.49118434,6972893.115666321,6559862815.820065
108682199.19145773,6972942.548874067,6559862896.592616
108686242.97097008,6973018.055177277,6559862881.647955
108692636.48242594,6973213.183829149,6559862984.447321
108692636.48242594,6973213.183829149,6559862984.447321
108694585.87505263,6973464.30506795,6559863335.612006
108725660.2577799,6974604.139978366,6559864154.775584
108744073.1338996,6975548.4503464345,6559865088.9930935
108744073.1338996,6975548.4503464345,6559865088.9930935
108800353.83049825,6976498.620443009,6559864713.567222
108934518.05590639,6980588.906561281,6559866867.248779
108940958.75968109,6983836.560870292,6559872059.607249
109713557.61309789,7016269.426390171,6559899270.168387
109772076.59273009,7012136.417671999,6559890342.767155
111105076.31454596,7065351.531827329,6559933947.894735
113721574.77805541,7157245.282640958,6559998494.107415
117058294.26902469,7293040.417694189,6560109306.937253
118465843.75938912,7334924.660092057,6560130398.985002
119291345.16584703,7446148.287035022,6560278537.363489
119294135.84582244,7446230.906876389,6560278578.468408
121267895.5663111,7622044.846200247,6560489533.607129
121602865.3671249,7634721.568030304,6560499132.712202
125026982.52402003,7934392.96690031,6560852829.144023
