161046435.0849411,9993150.040999971,8557258178.375168
161051748.03063816,9993299.486862693,8557258245.493453
161039419.7277932,9992952.704027236,8557258089.743945
161048711.6366522,9993214.077640478,8557258207.135291
161039419.7277932,9992952.704027236,8557258089.743945
161036577.38842875,9992872.749560619,8557258053.832071
161037145.77675653,9992888.73828537,8557258061.013537
161036198.4849689,9992862.091013065,8557258049.044679
161033925.43529105,9992798.149844289,8557258020.32457
161033736.04319477,9992792.822196271,8557258017.931554
161033546.65551478,9992787.494668651,8557258015.53859
161034304.23273313,9992808.805501547,8557258025.110749
161033357.27225095,9992782.167261427,8557258013.145677
161033546.65551478,9992787.494668651,8557258015.53859
161180346.82962006,9996919.824718863,8557259878.035391
161033357.27225095,9992782.167261427,8557258013.145677
161034304.23273313,9992808.805501547,8557258025.110749
161033357.27225095,9992782.167261427,8557258013.145677
161082174.42670646,9994155.281628797,8557258629.788476
161033357.27225095,9992782.167261427,8557258013.145677
161034114.8318038,9992803.477612715,8557258022.717634
161034114.8318038,9992803.477612715,8557258022.717634
161034114.8318038,9992803.477612715,8557258022.717634
161034114.8318038,9992803.477612715,8557258022.717634
161033357.27225095,9992782.167261427,8557258013.145677
161034114.8318038,9992803.477612715,8557258022.717634
161033546.65551478,9992787.494668651,8557258015.53859
161034114.8318038,9992803.477612715,8557258022.717634
161034114.8318038,9992803.477612715,8557258022.717634
161034114.8318038,9992803.477612715,8557258022.717634
161033357.27225095,9992782.167261427,8557258013.145677
161033546.65551478,9992787.494668651,8557258015.53859
161084651.56914973,9994224.95118546,8557258661.069527
161047004.16311628,9993166.048531171,8557258185.564517
161082746.00818437,9994171.357398586,8557258637.006417
161081983.90844962,9994149.923281526,8557258627.382597
161395894.3645841,10002833.421208905,8557262393.564446
161395104.21582296,10002811.223345904,8557262383.621347
161279087.13526613,9999695.369827202,8557261122.804779
161278696.84041435,9999684.400828809,8557261117.887332
161278696.84041435,9999684.400828809,8557261117.887332
161034493.63807923,9992814.133510787,8557258027.503916
161033736.04319477,9992792.822196271,8557258017.931554
161034493.63807923,9992814.133510787,8557258027.503916
161034114.8318038,9992803.477612715,8557258022.717634
161082746.00818437,9994171.357398586,8557258637.006417
161040556.94199824,9992984.693405254,8557258104.1118765
161043590.29142526,9993070.019628813,8557258142.435254
161186712.73973623,9997098.798471328,8557259958.330279
161067897.89973268,9993753.742011169,8557258449.48852
